"Ид","Название","Город","Место","Рейтинг","ТРК по БС"
"60078","Лечо короля Артура","Тверь","2811","365","532"
"68081","Том Спойлер","Тюмень","2812","365","665"
"75624","Наноколбаса","Санкт-Петербург","2813","364","467"
"5699","Тайбрейк","Нюрнберг","2816","363","0"
"8078","100 пудов","Ташкент","2814","363","0"
"63944","Смешарик","Москва","2815","363","451"
"52453","Большой Лебовски","Анапа","2817","362","0"
"53652","Верба","Заречный","2818","362","463"
"59098","Господин Грусть","Нижний Новгород","2819","362","462"
"70347","Арнольд уже не тот","Новосибирск","2820","359","0"
"59426","Матис","Курган","2821","358","307"
"68998","Гарцующий пони","Владивосток","2822","357","0"
"70246","Чибанда","Новосибирск","2823","357","0"
"59998","Тигры в линейку","Гомель","2824","356","403"
"59790","42","Владимир","2825","355","0"
"60312","Кiт-не-cat","Санкт-Петербург","2828","355","427"
"67458","Бест Софт","Астрахань","2826","355","0"
"70448","Нескучный сад","Иваново","2827","355","0"
"38944","Joker","Череповец","2829","354","0"
"62643","В семь у дачи","Новосибирск","2830","354","0"
"57639","Чебупиццы","Ярославль","2831","353","528"
"67142","Коммунизм","Краснодар","2832","351","430"
"74113","Красные Перцы","Ванкувер","2833","351","504"
"59417","Вещие сёстры","Москва","2834","350","433"
"62170","Вороны","Владимир","2835","350","0"
"73175","Синус красного цвета","Москва","2837","349","562"
"75662","Нурсултанос","Зеленоград","2836","349","337"
"60076","Шестёрка Гудмана","Красноярск","2841","348","490"
"65869","Метод потенциалов","Санкт-Петербург","2839","348","460"
"66177","Готическая соль","Рига","2838","348","0"
"72550","Утиный мёд","Москва","2840","348","460"
"59558","Ищу бутылку","Москва","2842","346","398"
"53173","Калач и багет","Москва","2847","344","0"
"53536","La Tank","Снежинск","2843","344","0"
"57995","Зверополис","Воронеж","2846","344","381"
"61839","Lg 21","Тверь","2844","344","0"
"69982","Друзья Друзя","Москва","2845","344","386"
"67950","Петров-Водкин","Находка","2852","343","495"
"68615","Алеф-нуль","Саров","2848","343","345"
"68766","Илимский десант","Усть-Илимск","2850","343","458"
"71427","Дух старой школы","Казань","2849","343","1123"
"72915","Красавчики","Гомель","2851","343","828"
"61440","Ave Maria","Архангельск","2854","342","431"
"62870","Арабелла 2","Санкт-Петербург","2855","342","0"
"72508","Другая логика","Пермь","2856","342","397"
"75072","200% не Хорватия!","Минск","2853","342","626"
"69556","Мяско на коляске","Тюмень","2859","341","436"
"71020","Не определились с названием","Харьков","2860","341","344"
"72317","Noname","Торонто","2858","341","395"
"62514","IQ Подозреваемые","Будапешт","2861","340","0"
"72093","Скругл","Стокгольм","2864","340","389"
"72805","Овощ в помощь","Тюмень","2863","340","739"
"75793","Всё ещё достойны","Москва","2862","340","432"
"63333","Через Альпы","Владимир","2865","339","0"
"64148","Корги","Мурманск","2867","338","473"
"67537","Золотое стечение","Екатеринбург","2866","338","0"
"51840","Икар","Севастополь","2868","337","331"
"66191","Канна","Томск","2869","337","0"
"74646","Лора, я твой отец","Москва","2870","337","402"
"65760","Greenway","Одесса","2871","336","0"
"66715","Spils Butchers","Рига","2872","336","357"
"64562","Дымок","Киров","2873","335","300"
"75230","Студенческий городок","Казань","2874","335","442"
"53214","Пятый элемент","Чита","2877","334","0"
"63151","Голландский штурвал","Екатеринбург","2876","334","553"
"64794","ВАХ","Севастополь","2875","334","525"
"67949","Южный парк","Саранск","2879","333","627"
"69920","ФИВТ ушами","Долгопрудный","2878","333","0"
"49597","Serious Sam","Белгород","2880","332","0"
"61177","Илон в маске","Нижний Новгород","2881","332","0"
"59424","18 плюс-минус","Курган","2882","331","358"
"48321","Мориарти","Минск","2883","330","0"
"75869","Куба Либра","Ганновер","9999","330","412"
"58129","WP","Новополоцк","2884","329","0"
"67355","Черновик","Мурманск","2886","329","497"
"72691","Котики с окраин русских городов","Калининград","2885","329","670"
"62484","Мафия","Барселона","2887","327","0"
"57315","Мел Судьбы","Зеленоград","2889","325","427"
"74838","Сливки и хорьки","Москва","2890","325","340"
"75667","Аркуда","Уссурийск","2888","325","297"
"4268","Оптимисты","Кольчугино","2890,5","324","Команда с динамическим БС"
"62226","Серёжки","Саранск","2892","323","0"
"65354","MMs","Дрезден","2891","323","0"
"69028","Отряд Самураев","Воронеж","2893","321","0"
"71275","С нами Лиза","Аахен","2894","321","378"
"62230","Плюс-минус","Рига","2895","320","630"
"74741","С тантрой и мантрой","Нижний Новгород","2896","320","438"
"7946","Ньюс-В","Волковыск","2897","319","0"
"73568","Ум от горя","Тюмень","2898","319","450"
"57122","Ирония судьбы","Чебоксары","2899","318","0"
"67386","Комета","Евпатория","2900","318","0"
"71249","Теплица","Санкт-Петербург","2901","318","353"
"71990","Тюлени","Дубна","2902","318","439"
"307","Третий путь","Тбилиси","2903","317","0"
"71070","Фортинбрас","Калининград","2904","316","0"
"60306","Рачки","Несвиж","2907","315","443"
"66867","Потом перепишем","Гомель","2906","315","509"
"72458","От бедра","Находка","2905","315","425"
"60361","Следопыты","Великий Новгород","2909","314","396"
"72182","Гравицапа","Стокгольм","2908","314","980"
"41873","Бесспорно","Северодвинск","2910","313","0"
"75049","Буря","Винница","2911","313","414"
"74828","Любимая команда","Нарва","2912","312","393"
"75383","Но это не точно!","Москва","2913","312","429"
"72471","Пух и прах","Полоцк","2914","311","577"
"26794","Культяпки","Пермь","2916","309","148"
"69367","ГВС","Владивосток","2915","309","390"
"67384","Интегрята","Евпатория","2917","308","304"
"75070","Мемуары Эйнштейна","Тверь","2918","308","360"
"61159","Little Italy","Москва","2919","307","0"
"66194","Мускатные орешки","Томск","2920","307","429"
"60259","МГТУ - Сияющий молот Тора","Москва","9999","306","383"
"66189","Стратиг","Санкт-Петербург","2921","306","0"
"67879","Плюс на минус","Иркутск","2922","305","431"
"65538","Бог с вами","Душанбе","2923","304","0"
"75338","Пассивные энергетики","Москва","2924","304","261"
"65998","Noname","Архангельск","2925","303","0"
"67783","Святого Патрика","Петрозаводск","2926","303","241"
"66063","Подарите нарды","Владимир","2929","302","377"
"66692","Золотое печение","Тюмень","2927","302","454"
"68148","Куда можно пойти без денег?","Минск","2928","302","0"
"63953","Треть Маккартни","Чита","2931","301","388"
"65524","Любимый кальмар Кодзимы","Москва","2930","301","343"
"66815","Тролли","Минск","2932","301","716"
"57314","Осторожно, скользко!","Серпухов","2933","300","419"
"69240","Синоптики","Бишкек","2934","300","0"
"56381","Тотали Спайс","Брянск","2936","298","376"
"62120","Столик справа","Москва","2935","298","0"
"46215","Шерше ля Фам","Петрозаводск","2937","297","325"
"67054","Берегись лопаты","Санкт-Петербург","2938","296","0"
"67235","48 без одной","Москва","2939","294","233"
"68448","МАГ","Москва","2941","293","0"
"70748","Не подумали","Павлово","2942","293","323"
"73401","Боевые бобры","Москва","2940","293","378"
"74703","По сути","Москва","2943","292","385"
"74945","Ясен Пень","Дюссельдорф","2944","292","404"
"46479","Сразу не могу","Ростов-на-Дону","2946","291","0"
"69306","Хитрожёлтые","Франкфурт-на-Майне","2947","291","0"
"69917","1 и 31","Долгопрудный","2945","291","0"
"57813","Слабоумие и отвага","Горно-Алтайск","2948","290","196"
"64134","Школа 5","Мурманск","2949","290","225"
"59427","Максимум","Губаха","2952","289","278"
"66456","Я ещё думаю!","Минск","2953","289","322"
"72538","Возраст согласия","Ростов-на-Дону","2950","289","332"
"72595","Ломтики иллюзий","Харьков","2951","289","332"
"58013","Союз рыжих","Луганск","2956","287","0"
"68885","Борис Ельцин","Клайпеда","2954","287","363"
"74089","Обзурд","Санкт-Петербург","2955","287","422"
"60607","Уралиум","Екатеринбург","2959","286","0"
"66905","Ботва #2","Москва","2957","286","0"
"68014","Тильда","Нижний Новгород","2958","286","339"
"73320","Цепи Для Либералов","Владивосток","2960","286","475"
"44669","Команда","Сургут","2962","285","0"
"70184","Агора","Москва","2961","285","0"
"7602","Хоранард","Гюмри","2963","284","0"
"49001","Эркюль Пуаро","Харьков","2965","282","0"
"74845","Дубы-колдуны","Москва","2964","282","656"
"68769","Секстет имени Наташи Ростовой","Караганда","2968","281","0"
"71690","Sicilia","Брянск","2966","281","0"
"7843","Удачники","Рига","2969","279","0"
"74718","Бабушка Кори Тейлора","Северодвинск","9999","279","349"
"64011","Либ Next","Минск","2970","278","229"
"68640","Ошибка 408","Новокубанск","2971","278","376"
"72819","Шнапсовые числа","Хабаровск","2972","278","551"
"60048","Формалин","Иркутск","2974","277","0"
"75289","Недовольное лицо","Минск","2973","277","362"
"52559","Sprite","Полоцк","2975","275","0"
"66338","Совершенное число","Москва","2978","275","0"
"69746","Есть идея","Витебск","2977","275","372"
"71565","Во какие!","Лозанна","2976","275","158"
"73427","Облака в штанах","Челябинск","2979","274","560"
"45981","Без ГМО","Киров","2980","273","389"
"61886","Кролик Роджер","Воронеж","2982","273","497"
"66042","Суслики","Иваново","2984","273","0"
"70482","Дагестанское аниме без отсылок","Москва","2981","273","0"
"74903","Полтора нейтрона","Алматы","2983","273","451"
"45540","Винегрет","Тюмень","2985","272","500"
"65883","Маффинтоп","Волгоград","2986","272","472"
"68149","Поехали!","Калуга","2987","272","216"
"72873","Ясен пень","Истра","2989","271","319"
"73259","Здесь могла быть ваша реклама","Казань","2988","271","377"
"42051","Погнутая каска","Ивано-Франковск","2990","270","0"
"53810","Однако","Екатеринбург","2993","269","173"
"65733","Мальтийский орден","Клайпеда","2992","269","329"
"66407","Друзья Азбуки","Иркутск","2991","269","0"
"69275","Ой","Рязань","2994","269","287"
"62439","Петушки","Санкт-Петербург","2996","268","300"
"65378","НО","Сан-Диего","2995","268","0"
"53919","Зелёный Гугол","Владивосток","2999","267","271"
"64907","Hello, world","Ереван","2997","267","211"
"70578","Гренадеры","Тель-Авив","2998","267","0"
"72339","Чорты","Санкт-Петербург","3002","266","0"
"73609","Swiss Knife","Москва","3000","266","1003"
"73667","Озоновые дыры","Санкт-Петербург","3001","266","337"
"55566","Ляпы Гиппократа","Астрахань","3003","265","318"
"60041","Энтропия","Дубна","3004","265","319"
"29066","Карцер-Люкс","Кутаиси","3005","264","0"
"50920","Инсайт","Санкт-Петербург","9999","264","330"
"56567","Приступ лени и наказание","Могилёв","3006","264","0"
"68519","Тогда не было","Москва","3007","264","0"
"42601","La Resistance","Саранск","3008","263","0"
"60101","Чужой в иллюминаторе","Борисов","3009","262","0"
"28279","Imba","Ханты-Мансийск","3011","261","315"
"29076","Витамин","Тбилиси","3012","261","0"
"66047","Интеллектуальные меньшинства","Новосибирск","3013","261","0"
"66712","All exclusive","Ноябрьск","3010","261","257"
"52236","Шмелики и пчёлки","Иркутск","3015","260","278"
"58165","Успешная команда","Мурманск","3014","260","317"
"55686","Валидол внутривенно","Минск","3016","259","312"
"69100","Анархия","Орша","3017","258","0"
"71589","Биполярные медведи","Одесса","3018","258","367"
"72883","Со дна","Санкт-Петербург","3019","258","530"
"74427","Условие сходимости","Владивосток","3020","258","341"
"61231","Приступ лени и наказание","Санкт-Петербург","3022","257","255"
"71834","Хаос 2","Ереван","3023","257","307"
"72759","Чуть выше плинтуса","Псков","3024","257","378"
"75051","Безумие","Винница","3021","257","358"
"54463","Жиробусы","Москва","3025","256","0"
"2863","Че","Минск","3028","255","0"
"64459","New Total","Солигорск","3026","255","265"
"68238","Мерлинова борода","Сургут","3027","255","0"
"60431","Хорошие колумбийские дети","Пионерский","3031","254","319"
"65110","Зарафшан","Зарафшан","9999","254","318"
"70120","Novichok","Франкфурт-на-Майне","3029","254","0"
"70521","Великие посвящённые","Северодвинск","3030","254","281"
"68327","Достучаться до небес","Баку","3033","253","545"
"69789","Отступники","Ташкент","3034","253","0"
"73611","Волшебные бобы","Москва","3032","253","883"
"63879","Ионный насос","Москва","3036","252","0"
"66795","Какая-то группировка дилетантов","Тюмень","3037","252","303"
"69054","Арап Петра Великого","Владивосток","3035","252","0"
"74357","Сплин","Ульяновск","3037,5","251","Команда с динамическим БС"
"69236","I-team","Ашхабад","3038","251","0"
"74177","Обездмитренные","Гродно","3039","251","615"
"70698","Силиконовый стопдаун","Москва","3041","250","0"
"75023","Еху, ИЭУ!","Улан-Удэ","3040","250","635"
"66876","Ираклий","Казань","3043","249","462"
"59494","Алеси Мухины","Ростов-на-Дону","3044","247","0"
"68458","Мозг и ребята","Москва","3045","246","0"
"54741","Имени меня","Москва","3047","245","317"
"69344","Внезапная команда","Рига","3046","245","332"
"56165","Олд скул","Горно-Алтайск","3050","244","242"
"64002","Брест сивой кобылы","Брест","3049","244","0"
"65765","Invictus","Атырау","3048","244","0"
"72176","Т-7","Стокгольм","3051","244","261"
"44729","317 кВт","Минск","3052","243","269"
"54593","Кувандык","Тула","3053","242","0"
"67722","Adeptus Arbitres","Нижний Новгород","3054","241","330"
"8687","Счастливы вместе","Павловская Слобода","3057","240","312"
"64179","Ника","Жодино","3056","240","0"
"72891","Вжух!","Сыктывкар","3055","240","300"
"57125","Расти, рубль, расти","Калининград","3060","239","0"
"65669","Вишнёвый труд","Липецк","3059","239","0"
"69793","Бренд","Витебск","3058","239","412"
"39409","МММ","Владимир","3062","238","0"
"42000","SFW","Харьков","3061","238","0"
"53027","Семихатовские знатоки","Екатеринбург","3064","238","0"
"70383","Работаем ребята","Нижний Новгород","3063","238","0"
"71451","Никаких мыслей","Уфа","3065","237","0"
"44895","Короче, Склифосо","Петрозаводск","3066","236","0"
"66701","Татьяна","Астрахань","3068","235","258"
"69893","Вяццкие ушкуйники","Киров","3067","235","0"
"75753","Ъ","Уссурийск","3069","234","362"
"2210","Не против","Могилёв","3073","233","0"
"41628","404","Казань","3070","233","0"
"60803","СЧК","Астрахань","3074","233","551"
"70105","Название команды","Рига","3072","233","377"
"74010","Крупная рыба","Пенза","3071","233","282"
"66334","Дримтим","Нижний Новгород","3075","232","285"
"61311","Хрустальная сова","Саратов","3078","231","0"
"67058","Кино, вино и домино","Санкт-Петербург","3077","231","0"
"73286","Oreo","Рига","3076","231","292"
"54207","Геном Ньютона","Москва","3079","230","281"
"67053","Пси-Псы","Санкт-Петербург","3080","230","0"
"70122","Чиполлины","Харьков","3081","230","351"
"66446","Восточное экспрессо","Лондон","3082","229","0"
"72103","ХХХ","Стокгольм","3083","229","291"
"61900","Ингеборга Дапкунайте","Симферополь","3084","228","0"
"75140","По Гауссу","Псков","3085","228","170"
"48728","11+","Выборг","3086","227","0"
"70079","Серна","Астрахань","3087","227","624"
"71067","Хочу всё! Знать.","Владимир","3088","227","246"
"39476","Чайники","Нарьян-Мар","9999","226","282"
"52199","Сверхъестественники","Апатиты","3091","226","0"
"55646","Мания величия","Москва","3089","226","0"
"65667","Шиворот-навыворот","Петродворец","3092","226","0"
"69390","Марсиане","Москва","3090","226","0"
"55302","86-е мартобря","Снежинск","3093","225","163"
"58347","Мутабор","Ереван","3095","225","0"
"68363","Кусь-кусь HITs","Томск","3094","225","291"
"69221","Французское сопротивление","Москва","3097","225","0"
"72467","Странная еда Насти Шолиной","Москва","3096","225","365"
"68762","Пафиопедилюм","Ноябрьск","3100","224","280"
"69272","Кто все эти люди?","Рязань","3099","224","249"
"73962","Angry Brains","Санкт-Петербург","3098","224","482"
"40017","Женская логика","Сыктывкар","3103","223","534"
"59400","Интеллект-экспресс","Верещагино","3104","223","212"
"66982","Enterprise","Курган","3101","223","240"
"70154","Up-палачи","Баку","3102","223","0"
"68789","СоФоМаВаБуСи","Иваново","3107","222","0"
"70244","135","Рига","3105","222","0"
"74466","Пизаны","Казань","3106","222","296"
"57888","Лев в толстовке","Астрахань","3109","221","274"
"59500","6 бит","Москва","3108","221","255"
"72232","Сосиска","Стокгольм","3110","221","256"
"60050","Горсвет","Иркутск","3111","220","0"
"65681","Дискошар","Шанхай","3112","220","318"
"67015","Светлана","Пермь","3113","220","0"
"58875","Урания","Санкт-Петербург","3115","219","0"
"66415","Реконкиска","Пермь","3114","219","0"
"62297","46+","Калининград","3116","218","284"
"69010","Колобок","Дюссельдорф","3119","218","0"
"70080","Господин Гусельников","Мурманск","3117","218","0"
"60774","Весёлая электропсиходелическая кошечка","Москва","3120","217","0"
"70828","Потому что гладиолус","Чебоксары","3122","217","0"
"72376","Губка Боб","Элиста","3121","217","212"
"74749","Фрейдзона","Одесса","3123","217","316"
"54789","Второе дыхание","Ковров","3126","216","0"
"56313","Noname","Баку","3124","216","0"
"57102","Лунатики","Петрозаводск","3128","216","107"
"69742","Говорящие пиплметры","Москва","3127","216","0"
"73358","Абзу","Алматы","3125","216","579"
"39924","Рингтон","Краснодар","3131","215","0"
"52594","Тартар","Иркутск","3132","215","283"
"58891","ВАП","Хабаровск","3129","215","333"
"64212","Повелители времени","Мозырь","3130","215","280"
"1615","Киевская Русь","Чернигов","3135","214","263"
"38659","ГЁТ","Чернигов","3133","214","258"
"42781","Точка невозврата","Каменское (Днепродзержинск)","3136","214","0"
"69958","Зависимость","Кострома","3134","214","276"
"50633","Откуда","Климовичи","3141","213","78"
"55229","Deleted","Москва","3137","213","130"
"59922","ОПГ Ландау","Мурманск","3140","213","0"
"61625","Допинг скандал","Москва","3139","213","0"
"71339","АОИО","Калининград","3138","213","244"
"53440","Подозрительные лица","Ереван","3142","212","95"
"71692","Физалис","Санкт-Петербург","3144","212","0"
"72927","Потом придумаем 2","Москва","3143","212","251"
"72714","Счастливая пятёрка пентаграммы пентиума","Москва","3146","211","218"
"73479","Из Уфы","Казань","3145","211","285"
"59153","Dina-Jazz","Чита","3147","210","0"
"61261","Семён Семёныч!","Выборг","3148","210","242"
"57395","Люди науки","Екатеринбург","3150","209","0"
"70837","Девять минус один","Павлово","3149","209","0"
"47012","Дитетра","Киров","3153","208","288"
"53516","6 Гигабайт","Липецк","3152","208","0"
"65988","Реклама Yota в названии команды","Астрахань","3154","208","0"
"40328","Восьмёрочка","Ангарск","3157","207","128"
"52978","Забайкальские муравьи","Улан-Удэ","3158","207","0"
"60292","Аргументы без фактов","Реутов","3155","207","241"
"62712","В Пизань по диагонали","Томск","3156","207","0"
"27349","Академики","Минск","3159","206","0"
"69182","Без Сахара","Нур-Султан (Астана)","3160","206","0"
"69301","Кчау","Ухта","3161","206","222"
"72221","Тёмная материя","Рязань","3163","206","0"
"74852","Слабоумие и отвага","Москва","3162","206","176"
"57056","Грозы","Шахты","3165","205","0"
"65325","Голландский натюрморт","Брест","3164","205","524"
"7900","Сборная","Нижний Тагил","3168","204","0"
"66370","Вакиль","Чебоксары","3166","204","214"
"67515","КПВГ","Барнаул","3167","204","228"
"50759","Луна-парк","Иркутск","3172","203","0"
"60662","Команда Стивена Хокинга","Нижний Новгород","3170","203","258"
"63737","Рисковые","Атырау","3174","203","0"
"68257","Егор Ультрафиолетов","Брест","3169","203","296"
"69151","Нестандартный вариант","Минск","3173","203","0"
"69881","Ламповый пёсик огромного деда","Санкт-Петербург","3171","203","0"
"50814","Зачётная","Сургут","3177","202","0"
"54361","Город N","Казань","3176","202","0"
"57534","Резерфордий","Клайпеда","3178","202","0"
"62255","V","Томск","3175","202","246"
"44025","Фаталити","Сургут","3179","201","0"
"46909","6 из 36","Выборг","3180","200","0"
"54785","Потому что гладиолус","Ковров","3182","200","0"
"72798","Шанс","Стокгольм","3183","200","196"
"75004","Аксиома Эскобара","Рига","3181","200","255"
"65807","Угадайте, кто умер","Казань","3184","199","253"
"65036","Олонецкая Губерния","Петрозаводск","3186","198","0"
"69846","Карликовые великаны","Череповец","3185","198","0"
"72820","Тупиковая ветвь революции","Уфа","3187","198","269"
"70348","Одинокая цапля","Петрозаводск","3189","197","0"
"73086","Л2Ш","Долгопрудный","3188","197","234"
"67922","Ювентус","Казань","3194","196","317"
"67944","ПарАГвайское рАГу","Санкт-Петербург","3193","196","0"
"68285","Вести с палей","Ростов-на-Дону","3191","196","0"
"70565","Single Malt","Алматы","3190","196","0"
"71229","Щеголеватые самаритяне","Барнаул","9999","196","245"
"73898","Гендерфилд","Брянск","3192","196","248"
"67852","МГТУ - Солярис СМ","Москва","3196","195","0"
"68477","Вопросил-ЧГК-апелляза","Москва","3195","195","180"
"5765","Лакедемон","Харьков","3197","194","0"
"75752","Тост Тьюринга","Владивосток","3198","194","216"
"67999","ЗШТП","Пермь","3199","193","177"
"1023","Сателлит","Тернополь","3202","192","0"
"48391","Новая эра","Коломна","3201","192","299"
"60169","Интрига","Москва","3200","192","0"
"75741","Хонк Хонк","Санкт-Петербург","3203","192","294"
"58669","Зубразорка ППЖ","Варшава","3204","191","259"
"64006","Шарм","Мозырь","3205","191","0"
"58438","Смехачи","Витебск","3208","190","257"
"69445","Лимонный коллайдер","Томск","3206","190","254"
"71546","Нажми на кнопку","Рязань","3207","190","0"
"50656","Друзья","Нарьян-Мар","3212","189","228"
"68208","Синяя роза","Серпухов","3213","189","154"
"68314","Sly Foxes","Владивосток","3210","189","216"
"72748","Бусы Надежды","Сочи","3211","189","252"
"5031","Аннигиляторная пушка","Иваново","3214","188","97"
"64155","Восточный ветер","Липецк","3215","188","0"
"64992","Дружочки движочков","Тула","3216","188","0"
"64219","777","Томск","3217","187","232"
"72618","Колдун, терроризирующий хутор","Запорожье","9999","187","234"
"68068","АНУ","Минск","3218","186","105"
"71012","Оладушки","Тимашёвск","3220","186","164"
"74573","МАИС","Новосибирск","3219","186","252"
"61055","Old Town","Минск","3222","185","154"
"61451","Доброе утро, девочки","Москва","3223","185","247"
"69269","Not So Serious","Екатеринбург","3221","185","229"
"75269","Сборная ДГУ","Махачкала","3224","185","386"
"1410","Коза ностра","Кутаиси","3225","184","0"
"59505","Концентрация деградации","Минск","3226","183","206"
"67300","Лапица курой","Москва","3227","183","204"
"73839","Люди Ха","Харьков","3228","183","227"
"4916","Alma mater","Якутск","3229","182","134"
"45011","Генератор случайных ответов","Харьков","3231","182","124"
"69132","Бар у моря","Бишкек","3230","182","0"
"67195","51-й калибр","Гомель","3232","181","205"
"74183","Средний сектор","Москва","3235","181","400"
"75795","Плюс минус ноль","Таганрог","3234","181","239"
"40059","Полумесяц","Баку","3238","180","160"
"65479","ТТХ","Апатиты","3239","180","0"
"70134","Дикие эксперты","Новосибирск","3236","180","0"
"73678","Жизнь на Марксе","Санкт-Петербург","3237","180","237"
"73797","Флуповы фугли","Томск","3240","180","265"
"66414","Маяковский, не маячь","Иркутск","3243","179","273"
"69517","Больше не студенты","Москва","3242","179","0"
"72909","BSG","Саранск","3241","179","224"
"75060","Степан Илипропал","Владимир","3244","179","222"
"60841","Шпажник","Иваново","3248","178","0"
"70255","АМТЕС","Ульяновск","3245","178","0"
"70401","До Реми за фасолью","Владивосток","3246","178","0"
"74437","Чайник Есус Пашапкин Элина и маша","Владивосток","3247","178","256"
"1134","Солнышко","Березники","3252","177","0"
"62110","СВЧ","Петрозаводск","3250","177","192"
"65829","Совы Молдовы","Санкт-Петербург","3251","177","139"
"67962","Катарсис","Курск","3249","177","209"
"49560","Луна","Горно-Алтайск","3257","176","106"
"54204","Где Миша?","Москва","3255","176","0"
"65780","Non capisco","Висагинас","3253","176","184"
"68098","Выжившие","Петрозаводск","3254","176","0"
"68220","Девочки","Тбилиси","3256","176","0"
"69444","Умственно усталые","Иркутск","3258","176","251"
"8904","Шломо - билль без ничего","Харьков","3260","175","180"
"58819","Сильная позиция","Женева","3259","175","136"
"60371","Заря","Базель","3262","174","0"
"66112","Депрессивные ежи","Нижний Новгород","3261","174","0"
"46613","Орбита","Королёв","3266","173","0"
"56033","Нормальные люди","Томск","3265","173","0"
"67402","Дети России","Евпатория","3263","173","186"
"74739","Зелёные чайники","Нижний Новгород","3264","173","216"
"59624","Fleur de lis","Мурманск","3267","172","0"
"75256","Фрегат Паллада","Мичуринск","3268","172","216"
"71116","Громозека","Йошкар-Ола","3269","171","159"
"2311","КГБ","Курск","3270","170","0"
"70669","Коня украли","Находка","3271","169","304"
"72977","Хермеус мора","Саранск","3273","169","425"
"75773","Новичкам везёт","Дюссельдорф","3272","169","300"
"49016","Семь с половиной литров","Смоленск","3275","168","0"
"68268","Слабоумие и отвага","Ноябрьск","3276","168","186"
"75508","Однажды в баре","Прага","3274","168","189"
"674","Сириус","Ереван","3280","167","159"
"60952","3+3","Курск","3277","167","0"
"70568","Большевики","Алматы","3278","167","210"
"72840","Процесс пошёл","Смоленск","3279","167","94"
"63782","Энгри Майнью","Москва","3281","166","0"
"60413","Подсохшая корочка прекрасной лазаньи","Владимир","3282","165","205"
"54176","Борцы с медведями","Москва","3285","164","84"
"58930","Playrix","Вологда","3284","164","0"
"61349","Молдинг!","Северодвинск","3287","164","0"
"66195","HITS or miss","Томск","3283","164","198"
"74088","Кантор - Гейне","Санкт-Петербург","3286","164","214"
"68261","НИПИческая сила","Сургут","3289","163","0"
"75288","Грязный конь","Минск","3288","163","124"
"75735","Есть контакт!","Дубна","9999","163","204"
"66691","Калашный ряд Фибоначчи","Тюмень","3290","162","219"
"75524","ЧГК Вагнер","Москва","3291","162","140"
"65804","Шатаут-шараут","Новосибирск","3293","161","0"
"71435","Січ (сир і черви)","Одесса","3292","161","0"
"66192","Наниты","Томск","3294","160","204"
"69784","Сыр и Черви","Винница","3295","159","0"
"59298","А давай","Одесса","3296","158","0"
"70024","Банда умников Антон","Санкт-Петербург","3297","158","0"
"70710","Я понятно объясняю?","Минск","3298","158","0"
"7243","Сенаторы","Гюмри","3303","157","0"
"61713","Метаморфозы","Липецк","3302","157","102"
"64017","Чики-брики","Солигорск","3304","157","0"
"68638","Квас как танк","Ростов-на-Дону","3301","157","0"
"73011","А почему бы и нет?","Минск","3300","157","187"
"74952","Terra incognita","Москва","3299","157","214"
"68300","Whiskeys","Калининград","3305","156","0"
"47036","Сапёры-неудачники","Москва","3307","155","0"
"56107","Проклятые ботаники","Санкт-Петербург","3306","155","0"
"61092","Тот самый","Борисов","3312","154","0"
"66160","Сырный бутер","Рига","3311","154","0"
"67389","220 вольт","Евпатория","3308","154","0"
"69734","h - татарская буква","Казань","3309","154","0"
"72720","КЛ","Барнаул","3310","154","198"
"67141","Цезарь и Христос","Краснодар","3313","153","165"
"52130","Апелляция Ы","Переславль-Залесский","3315","152","0"
"72776","Адепты пастафарианства","Москва","3314","152","307"
"50811","Hi-ТЭК","Сургут","3316","151","0"
"53604","Браво","Калининград","3317","151","0"
"60348","Новички","Женева","3318","151","0"
"61056","Радиоактивные масоны","Минск","3319","151","121"
"74592","ДеЖаВю","Калининград","9999","151","189"
"45890","МастерОК","Киржач","3323","150","0"
"60045","Псинус и Котангенс","Иркутск","3324","150","187"
"60629","Команда А2","Нижний Новгород","3321","150","145"
"61789","Манна Хонтана","Брянск","3322","150","0"
"67361","OLDЫ","Владивосток","3320","150","226"
"2029","Энтропия","Долгопрудный","3329","149","147"
"54566","Собрание сочинений","Выборг","3327","149","187"
"59550","Чай после занятий","Глазов","3328","149","122"
"62706","Вежливые люди","Ангарск","3325","149","0"
"68705","Нектон","Одесса","3326","149","0"
"38447","Брэйн-шторм","Караганда","3330","148","0"
"60488","Мана-Мана","Николаев","3331","148","0"
"62517","Хунгарики","Будапешт","3332","148","0"
"58590","Право имеющие","Ростов-на-Дону","3334","147","0"
"74658","Администрация Тузлы","Керчь","3333","147","184"
"67896","Род этого казино","Москва","3337","146","0"
"71545","Опитмаванлав","Рязань","3336","146","0"
"73437","Мир Труд Май Литл Пони","Тюмень","3335","146","185"
"66952","Музей вологодского масла","Тула","3339","145","0"
"72503","Метафорический крестраж","Петрозаводск","3338","145","194"
"73338","Полынь","Курск","3340","145","411"
"64035","Совушки","Москва","3341","144","184"
"57508","Кактусы","Рязань","3342","143","0"
"66007","Не спим сутками","Долгопрудный","3343","143","248"
"69657","Тетраграмматон","Рига","3344","143","248"
"62003","Ядерный ящик","Тамбов","3349","142","0"
"62509","Геоматлеты","Якутск","3346","142","0"
"66452","Парадокс Зенона","Минск","3348","142","0"
"67205","Вайнсхайм","Борисов","3345","142","0"
